,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,day_added,duration_value,duration_unit,tags
542,s543,movie,Ujala,naresh saigal,mala sinha  shammi kapoor  raaj kumar  leela chitnis  dhumal  kumkum,India,2021-07-06,1959,TV-14,143 min,['dramas'  'international movies'],an honest man dreams of a better life for his family  but a childhood friend leads him into a world of crime that keeps happiness just out of reach.,2021,July,6,143.0,min,['dramas' 'international movies'] ['dramas' 'international movies'] mala sinha shammi kapoor raaj kumar leela chitnis dhumal kumkum naresh saigal an honest man dreams of a better life for his family but a childhood friend leads him into a world of crime that keeps happiness just out of reach. movie
543,s544,tv show,Undercover,unknown,tom waes  anna drijver  frank lammers  elise schaap  raymond thiry  kris cuppens  kevin janssens  huub smit,Belgium,2021-07-06,2020,TV-MA,2 Seasons,['crime tv shows'  'international tv shows'  'tv action & adventure'],undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. inspired by real events.,2021,July,6,2.0,Seasons,['crime tv shows' 'international tv shows' 'tv action & adventure'] ['crime tv shows' 'international tv shows' 'tv action & adventure'] tom waes anna drijver frank lammers elise schaap raymond thiry kris cuppens kevin janssens huub smit unknown undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. inspired by real events. tv show
544,s545,tv show,Workin' Moms,unknown,catherine reitman  dani kind  juno rinaldi  jessalyn wanlim  philip sternberg  ryan belleville  olunike adeliyi  dennis andres  katherine barrell  sarah mcvie  peter keleghan,Canada,2021-07-06,2021,TV-MA,5 Seasons,['international tv shows'  'tv comedies'],maternity leave is over and it's time for these four moms to return to work while navigating kids  bosses  love and life in modern-day toronto.,2021,July,6,5.0,Seasons,['international tv shows' 'tv comedies'] ['international tv shows' 'tv comedies'] catherine reitman dani kind juno rinaldi jessalyn wanlim philip sternberg ryan belleville olunike adeliyi dennis andres katherine barrell sarah mcvie peter keleghan unknown maternity leave is over and it's time for these four moms to return to work while navigating kids bosses love and life in modern-day toronto. tv show
545,s546,tv show,YooHoo to the Rescue,unknown,kira buckland  ryan bartley  bryce papenbrook  cassandra morris  lucien dodge  kyle hebert,South Korea,2021-07-06,2020,TV-Y,3 Seasons,"[""kids' tv""  'korean tv shows']",in a series of magical missions  quick-witted yoohoo and his can-do crew travel the globe to help animals in need.,2021,July,6,3.0,Seasons,"[""kids' tv"" 'korean tv shows'] [""kids' tv"" 'korean tv shows'] kira buckland ryan bartley bryce papenbrook cassandra morris lucien dodge kyle hebert unknown in a series of magical missions quick-witted yoohoo and his can-do crew travel the globe to help animals in need. tv show"
546,s547,tv show,You Are My Spring,unknown,seo hyun-jin  kim dong-wook  yoon bak  nam gyu-ri  kim ye-won  han min  lee hae-yeong  ji seung-hyun  kim seo-kyung  hwang seung-un  oh hyun-kyung  kang hoon  park sang-nam  baek hyun-joo  park ye-ni  yun ji-on  kim ri-woo  park ki-deok  yun sang-jeong  ji hye-in  kim myung-jun,Unknown,2021-07-06,2021,TV-14,1 Season,['international tv shows'  'romantic tv shows'  'tv dramas'],a hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.,2021,July,6,1.0,Season,['international tv shows' 'romantic tv shows' 'tv dramas'] ['international tv shows' 'romantic tv shows' 'tv dramas'] seo hyun-jin kim dong-wook yoon bak nam gyu-ri kim ye-won han min lee hae-yeong ji seung-hyun kim seo-kyung hwang seung-un oh hyun-kyung kang hoon park sang-nam baek hyun-joo park ye-ni yun ji-on kim ri-woo park ki-deok yun sang-jeong ji hye-in kim myung-jun unknown a hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case. tv show
547,s548,tv show,We the People,unknown,h.e.r.  adam lambert  cordae  kristen anderson-lopez  daveed diggs  brittany howard  robert lopez  lin-manuel miranda  brandi carlile  kyle harvey  bebe rexha  andra day  janelle monáe  amanda gorman,United States,2021-07-04,2021,TV-Y7,1 Season,"[""kids' tv""]",learn the basics of rights and citizenship with upbeat songs by popular artists like janelle monáe  h.e.r.  adam lambert  brandi carlile and more.,2021,July,4,1.0,Season,"[""kids' tv""] [""kids' tv""] h.e.r. adam lambert cordae kristen anderson-lopez daveed diggs brittany howard robert lopez lin-manuel miranda brandi carlile kyle harvey bebe rexha andra day janelle monáe amanda gorman unknown learn the basics of rights and citizenship with upbeat songs by popular artists like janelle monáe h.e.r. adam lambert brandi carlile and more. tv show"
548,s549,tv show,Grey's Anatomy,unknown,ellen pompeo  sandra oh  katherine heigl  justin chambers  patrick dempsey  chandra wilson  t.r. knight  james pickens jr.  isaiah washington  sara ramirez  eric dane  chyler leigh  kate walsh  kevin mckidd  jessica capshaw,United States,2021-07-03,2020,TV-14,17 Seasons,['romantic tv shows'  'tv dramas'],intern (and eventual resident) meredith grey finds herself caught up in personal and professional passions with fellow doctors at a seattle hospital.,2021,July,3,17.0,Seasons,['romantic tv shows' 'tv dramas'] ['romantic tv shows' 'tv dramas'] ellen pompeo sandra oh katherine heigl justin chambers patrick dempsey chandra wilson t.r. knight james pickens jr. isaiah washington sara ramirez eric dane chyler leigh kate walsh kevin mckidd jessica capshaw unknown intern (and eventual resident) meredith grey finds herself caught up in personal and professional passions with fellow doctors at a seattle hospital. tv show
549,s550,tv show,Big Timber,unknown,unknown,Unknown,2021-07-02,2020,TV-14,1 Season,['international tv shows'  'reality tv'],a no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on vancouver island.,2021,July,2,1.0,Season,['international tv shows' 'reality tv'] ['international tv shows' 'reality tv'] unknown unknown a no-nonsense logger and his loyal crew battle brutal elements and finicky machines to chop and transport valuable lumber on vancouver island. tv show
550,s551,movie,Fear Street Part 1: 1994,leigh janiak,kiana madeira  olivia scott welch  benjamin flores jr.  julia rehwald  fred hechinger  ashley zukerman  maya hawke  darrell britt-gibson  jordana spiro  jordyn dinatale,Unknown,2021-07-02,2021,R,107 min,['horror movies'  'lgbtq movies'],after a series of brutal slayings  a teen and her friends take on an evil force that's plagued their notorious town for centuries. welcome to shadyside.,2021,July,2,107.0,min,['horror movies' 'lgbtq movies'] ['horror movies' 'lgbtq movies'] kiana madeira olivia scott welch benjamin flores jr. julia rehwald fred hechinger ashley zukerman maya hawke darrell britt-gibson jordana spiro jordyn dinatale leigh janiak after a series of brutal slayings a teen and her friends take on an evil force that's plagued their notorious town for centuries. welcome to shadyside. movie
551,s552,movie,Haseen Dillruba,vinil mathew,taapsee pannu  vikrant massey  harshvardhan rane  aditya srivastava  ashish verma  yamini das  daya shankar pandey,India,2021-07-02,2021,TV-MA,136 min,['international movies'  'romantic movies'  'thrillers'],under investigation as a suspect in her husband’s murder  a wife reveals details of their thorny marriage that seem to only further blur the truth.,2021,July,2,136.0,min,['international movies' 'romantic movies' 'thrillers'] ['international movies' 'romantic movies' 'thrillers'] taapsee pannu vikrant massey harshvardhan rane aditya srivastava ashish verma yamini das daya shankar pandey vinil mathew under investigation as a suspect in her husband’s murder a wife reveals details of their thorny marriage that seem to only further blur the truth. movie
552,s553,movie,Holiday on Mars,neri parenti,christian de sica  massimo boldi  lucia mascino  milena vukotic  paola minaccioni  herbert ballerina  denise tantucci  fiammetta cicogna  francesco bruni  alessandro bisegna,Unknown,2021-07-02,2020,TV-MA,94 min,['comedies'  'international movies'],a scoundrel's mission to escape his family and remarry on mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man.,2021,July,2,94.0,min,['comedies' 'international movies'] ['comedies' 'international movies'] christian de sica massimo boldi lucia mascino milena vukotic paola minaccioni herbert ballerina denise tantucci fiammetta cicogna francesco bruni alessandro bisegna neri parenti a scoundrel's mission to escape his family and remarry on mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man. movie
553,s554,tv show,Mortel,unknown,carl malapa  nemo schiffman  manon bresch  corentin fila  anaïs thomas  firmine richard  raphaëlle agogué  marvin dubart  léa léviant  assa sylla  stéphane brel,France,2021-07-02,2019,TV-MA,2 Seasons,['crime tv shows'  'international tv shows'  'tv dramas'],after making a deal with a supernatural figure  two high schoolers emerge with extraordinary powers and join forces to solve a murder.,2021,July,2,2.0,Seasons,['crime tv shows' 'international tv shows' 'tv dramas'] ['crime tv shows' 'international tv shows' 'tv dramas'] carl malapa nemo schiffman manon bresch corentin fila anaïs thomas firmine richard raphaëlle agogué marvin dubart léa léviant assa sylla stéphane brel unknown after making a deal with a supernatural figure two high schoolers emerge with extraordinary powers and join forces to solve a murder. tv show
554,s555,movie,RattleSnake - The Ahanna Story,ramsey nouah,stan nze  osas ighodaro  bucci franklin  odera adimorah  efa iwara  emeka nwagbaraocha  elma mbadiwe  norbert young  brutus richard  chinyere wilfred  sonny mcdon  chiwetalu agu,Nigeria,2021-07-02,2020,TV-MA,136 min,['dramas'  'international movies'  'thrillers'],in this stylish remake  a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.,2021,July,2,136.0,min,['dramas' 'international movies' 'thrillers'] ['dramas' 'international movies' 'thrillers'] stan nze osas ighodaro bucci franklin odera adimorah efa iwara emeka nwagbaraocha elma mbadiwe norbert young brutus richard chinyere wilfred sonny mcdon chiwetalu agu ramsey nouah in this stylish remake a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies. movie
555,s556,movie,Snowpiercer,bong joon ho,chris evans  song kang-ho  ed harris  john hurt  tilda swinton  jamie bell  octavia spencer  ewen bremner  alison pill  adnan haskovic  vlad ivanov  ko a-sung  luke pasqualino,South Korea,2021-07-02,2013,R,126 min,['action & adventure'  'cult movies'  'international movies'],the earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,2021,July,2,126.0,min,['action & adventure' 'cult movies' 'international movies'] ['action & adventure' 'cult movies' 'international movies'] chris evans song kang-ho ed harris john hurt tilda swinton jamie bell octavia spencer ewen bremner alison pill adnan haskovic vlad ivanov ko a-sung luke pasqualino bong joon ho the earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars. movie
556,s557,movie,The 8th Night,kim tae-hyung,lee sung-min  park hae-joon  kim you-jung  nam da-reum  choi jin-ho  kim dong-yeong  lee eal,South Korea,2021-07-02,2021,TV-14,116 min,['horror movies'  'international movies'  'thrillers'],with prayer beads in one hand and an ax in the other  a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on earth.,2021,July,2,116.0,min,['horror movies' 'international movies' 'thrillers'] ['horror movies' 'international movies' 'thrillers'] lee sung-min park hae-joon kim you-jung nam da-reum choi jin-ho kim dong-yeong lee eal kim tae-hyung with prayer beads in one hand and an ax in the other a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on earth. movie
557,s558,movie,Winchester,michael spierig  peter spierig,helen mirren  jason clarke  sarah snook  angus sampson  finn scicluna-o'prey  laura brent  tyler coppin  eamon farren  bruce spence,Australia,2021-07-02,2018,PG-13,100 min,['horror movies'  'sci-fi & fantasy'],the heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.,2021,July,2,100.0,min,['horror movies' 'sci-fi & fantasy'] ['horror movies' 'sci-fi & fantasy'] helen mirren jason clarke sarah snook angus sampson finn scicluna-o'prey laura brent tyler coppin eamon farren bruce spence michael spierig peter spierig the heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product. movie
558,s559,movie,6 Bullets,ernie barbarash,jean-claude van damme  joe flanigan  anna-louise plowman  charlotte beaumont  steve nicolson  uriel emil  louis dempsey  mark lewis  kristopher van varenberg  bianca brigitte vandamme,United States,2021-07-01,2012,R,115 min,['action & adventure'],a former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped.,2021,July,1,115.0,min,['action & adventure'] ['action & adventure'] jean-claude van damme joe flanigan anna-louise plowman charlotte beaumont steve nicolson uriel emil louis dempsey mark lewis kristopher van varenberg bianca brigitte vandamme ernie barbarash a former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped. movie
559,s560,movie,Air Force One,wolfgang petersen,harrison ford  gary oldman  glenn close  wendy crewson  paul guilfoyle  william h. macy  liesel matthews  dean stockwell  xander berkeley  bill smitrovich  elya baskin  david vadim  tom everett  spencer garrett  philip baker hall,United States,2021-07-01,1997,R,125 min,['action & adventure'],when terrorists hijack air force one with the president and his family on board  the commander-in-chief takes matters into his own well-trained hands.,2021,July,1,125.0,min,['action & adventure'] ['action & adventure'] harrison ford gary oldman glenn close wendy crewson paul guilfoyle william h. macy liesel matthews dean stockwell xander berkeley bill smitrovich elya baskin david vadim tom everett spencer garrett philip baker hall wolfgang petersen when terrorists hijack air force one with the president and his family on board the commander-in-chief takes matters into his own well-trained hands. movie
560,s561,movie,Audible,matt ogens,unknown,Unknown,2021-07-01,2021,PG-13,39 min,['documentaries'  'sports movies'],shaken by a friend's suicide  a deaf high school football player copes with family and relationships while anticipating his final homecoming game.,2021,July,1,39.0,min,['documentaries' 'sports movies'] ['documentaries' 'sports movies'] unknown matt ogens shaken by a friend's suicide a deaf high school football player copes with family and relationships while anticipating his final homecoming game. movie
561,s562,movie,Austin Powers in Goldmember,jay roach,mike myers  beyoncé knowles-carter  seth green  michael york  robert wagner  mindy sterling  verne troyer  michael caine  fred savage,United States,2021-07-01,2002,PG-13,94 min,['action & adventure'  'comedies'],the world's most shagadelic spy continues his fight against the diabolical dr. evil  who's teamed with a new foe: 1970s villain goldmember.,2021,July,1,94.0,min,['action & adventure' 'comedies'] ['action & adventure' 'comedies'] mike myers beyoncé knowles-carter seth green michael york robert wagner mindy sterling verne troyer michael caine fred savage jay roach the world's most shagadelic spy continues his fight against the diabolical dr. evil who's teamed with a new foe: 1970s villain goldmember. movie
562,s563,movie,Austin Powers: International Man of Mystery,jay roach,mike myers  elizabeth hurley  michael york  mimi rogers  robert wagner  seth green  fabiana udenio  mindy sterling  paul dillon  charles napier  will ferrell,United States,2021-07-01,1997,PG-13,90 min,['comedies'],a swingin' fashion photographer by day and a groovy british secret agent by night  superspy austin powers must foil the sinister schemes of dr. evil.,2021,July,1,90.0,min,['comedies'] ['comedies'] mike myers elizabeth hurley michael york mimi rogers robert wagner seth green fabiana udenio mindy sterling paul dillon charles napier will ferrell jay roach a swingin' fashion photographer by day and a groovy british secret agent by night superspy austin powers must foil the sinister schemes of dr. evil. movie
563,s564,movie,Austin Powers: The Spy Who Shagged Me,jay roach,mike myers  heather graham  michael york  robert wagner  rob lowe  seth green  mindy sterling  verne troyer  elizabeth hurley  will ferrell,United States,2021-07-01,1999,PG-13,95 min,['action & adventure'  'comedies'  'sci-fi & fantasy'],"when diabolical genius dr. evil travels back in time to steal superspy austin powers's ""mojo "" austin must return to the swingin' '60s himself.",2021,July,1,95.0,min,"['action & adventure' 'comedies' 'sci-fi & fantasy'] ['action & adventure' 'comedies' 'sci-fi & fantasy'] mike myers heather graham michael york robert wagner rob lowe seth green mindy sterling verne troyer elizabeth hurley will ferrell jay roach when diabolical genius dr. evil travels back in time to steal superspy austin powers's ""mojo "" austin must return to the swingin' '60s himself. movie"
564,s565,movie,Boogie Nights,paul thomas anderson,mark wahlberg  burt reynolds  julianne moore  heather graham  william h. macy  don cheadle  philip seymour hoffman  luis guzmán  john c. reilly  philip baker hall,United States,2021-07-01,1997,R,155 min,['comedies'  'dramas'  'independent movies'],a well-endowed busboy is taken in by a tight-knit group of 1970s porn actors and transforms himself into skin flick celebrity dirk diggler.,2021,July,1,155.0,min,['comedies' 'dramas' 'independent movies'] ['comedies' 'dramas' 'independent movies'] mark wahlberg burt reynolds julianne moore heather graham william h. macy don cheadle philip seymour hoffman luis guzmán john c. reilly philip baker hall paul thomas anderson a well-endowed busboy is taken in by a tight-knit group of 1970s porn actors and transforms himself into skin flick celebrity dirk diggler. movie
565,s566,tv show,Bureau of Magical Things,unknown,kimie tsukakoshi  elizabeth cullen  mia milnes  julian cullen  rainbow wedell  jamie carter  christopher sommers,Australia,2021-07-01,2020,TV-G,1 Season,"['international tv shows'  ""kids' tv""  'tv mysteries']",when a teen accidentally discovers an enchanted realm  she becomes the only one able to unite the human and magical worlds – and save both from evil.,2021,July,1,1.0,Season,"['international tv shows' ""kids' tv"" 'tv mysteries'] ['international tv shows' ""kids' tv"" 'tv mysteries'] kimie tsukakoshi elizabeth cullen mia milnes julian cullen rainbow wedell jamie carter christopher sommers unknown when a teen accidentally discovers an enchanted realm she becomes the only one able to unite the human and magical worlds – and save both from evil. tv show"
566,s567,movie,Charlie's Angels,mcg,cameron diaz  drew barrymore  lucy liu  bill murray  sam rockwell  kelly lynch  tim curry  crispin glover  matt leblanc  ll cool j  tom green  luke wilson,United States,2021-07-01,2000,PG-13,98 min,['action & adventure'  'comedies'],a tight-knit trio of specially trained agents wield weapons — and charm — as they track down stolen software in this reboot of the classic tv series.,2021,July,1,98.0,min,['action & adventure' 'comedies'] ['action & adventure' 'comedies'] cameron diaz drew barrymore lucy liu bill murray sam rockwell kelly lynch tim curry crispin glover matt leblanc ll cool j tom green luke wilson mcg a tight-knit trio of specially trained agents wield weapons — and charm — as they track down stolen software in this reboot of the classic tv series. movie
567,s568,movie,Congo,frank marshall,dylan walsh  laura linney  ernie hudson  tim curry  joe don baker  grant heslov  adewale akinnuoye-agbaje  mary ellen trainor,United States,2021-07-01,1995,PG-13,108 min,['action & adventure'  'thrillers'],eight people  some with ulterior motives  go on an expedition to the congo  where they find a lost city protected by killer apes.,2021,July,1,108.0,min,['action & adventure' 'thrillers'] ['action & adventure' 'thrillers'] dylan walsh laura linney ernie hudson tim curry joe don baker grant heslov adewale akinnuoye-agbaje mary ellen trainor frank marshall eight people some with ulterior motives go on an expedition to the congo where they find a lost city protected by killer apes. movie
568,s569,movie,Dennis the Menace,nick castle,walter matthau  mason gamble  joan plowright  christopher lloyd  lea thompson  robert stanton  paul winfield,United States,2021-07-01,1993,PG,96 min,['children & family movies'  'comedies'],the bane of george's life is a little boy named dennis. but when a cunning thief attempts to rob george  dennis may be the only one who can stop him.,2021,July,1,96.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] walter matthau mason gamble joan plowright christopher lloyd lea thompson robert stanton paul winfield nick castle the bane of george's life is a little boy named dennis. but when a cunning thief attempts to rob george dennis may be the only one who can stop him. movie
569,s570,movie,Dreamy Eyes,victor vu,tran nghia  truc anh  tran phong  khanh van  nguyen lam thao tam  hung vo  pham dinh thai ngan  lam bao danh  nguyen ngoc huyen dieu  truong hoang hanh thy  mona bao tien  mai cat vi,Vietnam,2021-07-01,2019,TV-14,117 min,['dramas'  'international movies'  'romantic movies'],through heartbreak and betrayal  ngan's unrequited love for his childhood best friend hà la endures for a generation in this sweeping romance.,2021,July,1,117.0,min,['dramas' 'international movies' 'romantic movies'] ['dramas' 'international movies' 'romantic movies'] tran nghia truc anh tran phong khanh van nguyen lam thao tam hung vo pham dinh thai ngan lam bao danh nguyen ngoc huyen dieu truong hoang hanh thy mona bao tien mai cat vi victor vu through heartbreak and betrayal ngan's unrequited love for his childhood best friend hà la endures for a generation in this sweeping romance. movie
570,s571,movie,Dynasty Warriors,chow hin yeung roy,wang kai  louis koo  han geng  tony yang  carina lau  nazha  lam suet  justin cheung  ray lui  yuan wenkang,Unknown,2021-07-01,2021,TV-14,118 min,['action & adventure'  'international movies'],"warlords  warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""romance of the three kingdoms.""",2021,July,1,118.0,min,"['action & adventure' 'international movies'] ['action & adventure' 'international movies'] wang kai louis koo han geng tony yang carina lau nazha lam suet justin cheung ray lui yuan wenkang chow hin yeung roy warlords warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""romance of the three kingdoms."" movie"
571,s572,tv show,Generation 56k,unknown,angelo spagnoletti  cristina cappelli  alfredo cerrone  azzurra iacone  gianluca colucci (fru)  gennaro filippone  fabio balsamo  egidio mercurio  sebastiano kiniger  biagio forestieri  sveva simeone  ilenia zanfardino  roberta migliucci  claudia tranchese,Unknown,2021-07-01,2021,TV-MA,1 Season,['international tv shows'  'romantic tv shows'  'tv comedies'],a chance encounter leads two 30-somethings to remember 1998  the year their teenage hormones kicked in — and the internet changed their lives forever.,2021,July,1,1.0,Season,['international tv shows' 'romantic tv shows' 'tv comedies'] ['international tv shows' 'romantic tv shows' 'tv comedies'] angelo spagnoletti cristina cappelli alfredo cerrone azzurra iacone gianluca colucci (fru) gennaro filippone fabio balsamo egidio mercurio sebastiano kiniger biagio forestieri sveva simeone ilenia zanfardino roberta migliucci claudia tranchese unknown a chance encounter leads two 30-somethings to remember 1998 the year their teenage hormones kicked in — and the internet changed their lives forever. tv show
572,s573,movie,Hampstead,joel hopkins,diane keaton  brendan gleeson  lesley manville  jason watkins  james norton  phil davis,United Kingdom,2021-07-01,2019,PG-13,103 min,['comedies'  'dramas'  'international movies'],an american widow in london forms an unexpected relationship with a man living off the grid in a beautiful park ripe for development.,2021,July,1,103.0,min,['comedies' 'dramas' 'international movies'] ['comedies' 'dramas' 'international movies'] diane keaton brendan gleeson lesley manville jason watkins james norton phil davis joel hopkins an american widow in london forms an unexpected relationship with a man living off the grid in a beautiful park ripe for development. movie
573,s574,movie,Kung Fu Panda,john stevenson  mark osborne,jack black  dustin hoffman  angelina jolie  ian mcshane  seth rogen  lucy liu  jackie chan  david cross  randall duk kim  james hong,United States,2021-07-01,2008,PG,94 min,['children & family movies'  'comedies'],when a powerful villain comes after peace in his valley  a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior.,2021,July,1,94.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] jack black dustin hoffman angelina jolie ian mcshane seth rogen lucy liu jackie chan david cross randall duk kim james hong john stevenson mark osborne when a powerful villain comes after peace in his valley a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior. movie
574,s575,movie,Kung Fu Panda 2,jennifer yuh nelson,jack black  angelina jolie  dustin hoffman  gary oldman  seth rogen  lucy liu  jackie chan  david cross  james hong  michelle yeoh,United States,2021-07-01,2011,PG,93 min,['children & family movies'  'comedies'],with his fists up and belly full  po embarks on a perilous journey with the furious five to take on a frightful new enemy and save the art of kung fu.,2021,July,1,93.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] jack black angelina jolie dustin hoffman gary oldman seth rogen lucy liu jackie chan david cross james hong michelle yeoh jennifer yuh nelson with his fists up and belly full po embarks on a perilous journey with the furious five to take on a frightful new enemy and save the art of kung fu. movie
575,s576,movie,Life as We Know It,greg berlanti,katherine heigl  josh duhamel  josh lucas  alexis clagett  brynn clagett  brooke clagett  hayes macarthur  christina hendricks  sarah burns  jessica st. clair,United States,2021-07-01,2010,PG-13,115 min,['comedies'  'dramas'  'romantic movies'],holly and eric discover reciprocal hatred during their first date  but must put their feelings aside after becoming guardians of their friends' baby.,2021,July,1,115.0,min,['comedies' 'dramas' 'romantic movies'] ['comedies' 'dramas' 'romantic movies'] katherine heigl josh duhamel josh lucas alexis clagett brynn clagett brooke clagett hayes macarthur christina hendricks sarah burns jessica st. clair greg berlanti holly and eric discover reciprocal hatred during their first date but must put their feelings aside after becoming guardians of their friends' baby. movie
576,s577,movie,Mary Magdalene,garth davis,rooney mara  joaquin phoenix  chiwetel ejiofor  tahar rahim  ariane labed  denis ménochet  lubna azabal  tchéky karyo  charles babalola  tawfeek barhom  ryan corr  uri gavriel  shira haas  tsahi halevi  michael moshonov,United Kingdom,2021-07-01,2019,R,120 min,['dramas'  'faith & spirituality'  'international movies'],a woman with healing powers abandons her village life to become a devout disciple of jesus  the founder of christianity.,2021,July,1,120.0,min,['dramas' 'faith & spirituality' 'international movies'] ['dramas' 'faith & spirituality' 'international movies'] rooney mara joaquin phoenix chiwetel ejiofor tahar rahim ariane labed denis ménochet lubna azabal tchéky karyo charles babalola tawfeek barhom ryan corr uri gavriel shira haas tsahi halevi michael moshonov garth davis a woman with healing powers abandons her village life to become a devout disciple of jesus the founder of christianity. movie
577,s578,tv show,Masameer County,malik nejer,malik nejer  abdulaziz alshehri  mazroa almazroa  lama alfard  yousef aldakheel  ibraheem hajjaj  nawaf alshubaili  sohayb godus  shahad alahmari,Unknown,2021-07-01,2021,TV-MA,1 Season,['international tv shows'  'tv comedies'],a humorous view on a changing saudi  this season includes stories about a global media war  a long-standing tribal feud and a health craze gone too far.,2021,July,1,1.0,Season,['international tv shows' 'tv comedies'] ['international tv shows' 'tv comedies'] malik nejer abdulaziz alshehri mazroa almazroa lama alfard yousef aldakheel ibraheem hajjaj nawaf alshubaili sohayb godus shahad alahmari malik nejer a humorous view on a changing saudi this season includes stories about a global media war a long-standing tribal feud and a health craze gone too far. tv show
578,s579,movie,Memoirs of a Geisha,rob marshall,zhang ziyi  ken watanabe  koji yakusho  michelle yeoh  kaori momoi  youki kudoh  gong li  cary-hiroyuki tagawa  mako iwamatsu  navia nguyen  karl yune,France,2021-07-01,2005,PG-13,145 min,['dramas'  'romantic movies'],sold to a geisha house as a child  a fisherman’s daughter becomes the most sought-after geisha in kyoto  but rivalries threaten the destiny she desires.,2021,July,1,145.0,min,['dramas' 'romantic movies'] ['dramas' 'romantic movies'] zhang ziyi ken watanabe koji yakusho michelle yeoh kaori momoi youki kudoh gong li cary-hiroyuki tagawa mako iwamatsu navia nguyen karl yune rob marshall sold to a geisha house as a child a fisherman’s daughter becomes the most sought-after geisha in kyoto but rivalries threaten the destiny she desires. movie
579,s580,movie,Midnight Run,martin brest,robert de niro  charles grodin  yaphet kotto  john ashton  dennis farina  joe pantoliano  richard foronjy  robert miranda  jack kehoe  wendy phillips  philip baker hall,United States,2021-07-01,1988,R,126 min,['action & adventure'  'classic movies'  'comedies'],a cop-turned-bounty hunter runs into trouble as he races from new york to los angeles with a fugitive accountant who embezzled millions from the mob.,2021,July,1,126.0,min,['action & adventure' 'classic movies' 'comedies'] ['action & adventure' 'classic movies' 'comedies'] robert de niro charles grodin yaphet kotto john ashton dennis farina joe pantoliano richard foronjy robert miranda jack kehoe wendy phillips philip baker hall martin brest a cop-turned-bounty hunter runs into trouble as he races from new york to los angeles with a fugitive accountant who embezzled millions from the mob. movie
580,s581,movie,Mobile Suit Gundam Hathaway,shuko murase,kensho ono  reina ueda  junichi suwabe,Unknown,2021-07-01,2021,TV-14,96 min,['action & adventure'  'anime features'  'international movies'],after char’s rebellion  hathaway noa leads an insurgency against earth federation  but meeting an enemy officer and a mysterious woman alters his fate.,2021,July,1,96.0,min,['action & adventure' 'anime features' 'international movies'] ['action & adventure' 'anime features' 'international movies'] kensho ono reina ueda junichi suwabe shuko murase after char’s rebellion hathaway noa leads an insurgency against earth federation but meeting an enemy officer and a mysterious woman alters his fate. movie
581,s582,movie,Mortal Kombat,paul w.s. anderson,christophe lambert  robin shou  linden ashby  cary-hiroyuki tagawa  bridgette wilson-sampras  talisa soto  trevor goddard  chris casamassa  françois petit  keith cooke,United States,2021-07-01,1995,PG-13,101 min,['action & adventure'  'sci-fi & fantasy'],three fighters travel to the mystical realm of outworld to test their might in a tournament against an evil demon with plans to take over the world.,2021,July,1,101.0,min,['action & adventure' 'sci-fi & fantasy'] ['action & adventure' 'sci-fi & fantasy'] christophe lambert robin shou linden ashby cary-hiroyuki tagawa bridgette wilson-sampras talisa soto trevor goddard chris casamassa françois petit keith cooke paul w.s. anderson three fighters travel to the mystical realm of outworld to test their might in a tournament against an evil demon with plans to take over the world. movie
